"dcg"
{
	// General Strings
	"OK"											"ОК"
	"DCG_Hotkeys_Tooltip_Pause"					"Приостановить игру."
	"DCG_Hotkeys_Tooltip_ToggleAutoPass"		"Pass until combat in this lane"

	"DCG_Hotkeys_Tooltip_CycleHandSortMethod"			"Изменяет порядок, в котором отображаются карты в вашей руке."
	"DCG_Hotkeys_Tooltip_HandScrollRight"				"Прокрутить карты в руке вправо."
	"DCG_Hotkeys_Tooltip_HandScrollLeft"				"Прокрутить карты в руке влево."
	"DCG_Hotkeys_Tooltip_ToggleHandDuringDeployment"	"Показать или скрыть руку во время размещения героев, чтобы лучше видеть игровое поле."

	"DCG_Hotkeys_Tooltip_ToggleShop"					"Показать или скрыть лавку, чтобы лучше видеть игровое поле."
	"DCG_Hotkeys_Tooltip_HoldSecretShopCard"			"Заплатив 1 золота, можно отложить карту в потайной лавке, чтобы купить её в следующий ход."

	"DCG_System_Tooltip_AdvancedConfiguration"  "Внимание: использовать только при плохой производительности."
	"DCG_System_Tooltip_AnonymousMode"			"Противник не будет видеть ваше имя во время игры."

	"DCG_ConfirmReconnect"				"Вернуться в игру"
	"DCG_ConfirmReconnectDesc" 			"Вы отключились от предыдущей игры. Хотите подключиться обратно?"
	"DCG_YesReconnect"					"Вернуться в игру"
	"DCG_NoReconnect"					"Покинуть игру"

	"Movie_Playing"						""
	"Movie_FastFoward"					""
	"Movie_Rewind"						""

	// Autopass
	"DCG_Popup_ConfirmAutoPassTitle" "Confirm Pass Until Combat"
	"DCG_Popup_ConfirmAutoPassBody"  "Are you sure you want to pass until combat? This is your first time pressing the autopass hotkey (F4).  You will automatically pass until combat happens in this lane, or until the opponent steals initiative. You may press the autopass hotkey (F4) at any time to turn autopass off again."
	"DCG_Popup_ConfirmAutoPass"		 "Pass until combat"
	"DCG_Popup_CancelAutoPass"		 "Отменить"

	// Game Clock
	"DCG_MatchClock"				"{s:MatchClockTimeRemaining}"
	"DCG_ShotClock"					"{s:ShotClockTimeRemaining}"
	"DCG_Coin_Tooltip_GameClockTitle"		"Игровые часы"
	"DCG_Coin_Tooltip_GameClockInitialTime"		"Исходное время: "
	"DCG_Coin_Tooltip_GameClockInitialTimeValue"	"{i:gameClockInitialMinutes} мин."
	"DCG_Coin_Tooltip_GameClockBonusTime"		"Дополнительное время: "
	"DCG_Coin_Tooltip_GameClockBonusTimeValue"	"{i:gameClockBonusMinutes} мин."
	"DCG_Coin_Tooltip_GameClockDesc"		"Если время на часах истекает, игрок автоматически сдаётся. В конце каждого раунда добавляется {i:gameClockBonusAmount} мин. дополнительного времени."
	"DCG_Coin_Tooltip_TurnClockTitle"		"Часы хода"
	"DCG_Coin_Tooltip_TurnClockInitialTime"		"Исходное время: "
	"DCG_Coin_Tooltip_TurnClockInitialTimeValue"	"{i:turnClockInitialSeconds} сек"
	"DCG_Coin_Tooltip_TurnClockDesc"		"Если время на часах хода истекает, игрок автоматически пасует, а время его следующего хода сокращается, пока этот игрок не совершит действие или не спасует вручную."
	"DCG_Coin_Tooltip_TurnCoinTitle"		"Жетон хода"
	"DCG_Coin_Tooltip_TurnCoinDesc"			"Если жетон хода золотой, игрок может сделать ход на этой линии. Нажав на золотой жетон хода, игрок либо спасует, либо начнёт фазу сражения на этой линии."
	"DCG_Coin_Tooltip_CoinState_Pass"		"Пас"
	"DCG_Coin_Tooltip_CoinState_Chain"		"Закончить"
	"DCG_Coin_Tooltip_CoinState_Fight"		"Сражение"
	"DCG_Coin_Tooltip_CoinState_Cancel"		"Отмена"
	"DCG_Coin_Tooltip_CoinState_Victory"		"Победа"
	"DCG_Coin_Pass"							"Пропуск"
	"DCG_Coin_NoActions"					"Пропуск (No Actions)"
	"DCG_Coin_Combat"						"Приступить к бою"
	"DCG_Coin_Cancel"							"Отмена"
	"DCG_Coin_CloseShop"					"Закрыть Магазин"
	"DCG_Coin_Deploy"					"Развернуть"

	"DCG_LastCard_Tooltip"				"Карты ещё не разыгрывались"

	"DCG_Card_Set1_Description"        "Описание 1-й серии карт"

	"DCG_CreateTourney_Title"			"Создать турнир"
	"DCG_CreateTourney_Name"			"Сообщение"
	"DCG_CreateTourney_Message"			"Сообщение"
	"DCG_CreateTourney_Create"			"Создать"
	"DCG_CreateTourney_InProgress_Title"		"Создание турнира"
	"DCG_CreateTourney_InProgress_Text"			"Турнир создаётся."
	"DCG_CreateTourney_Error_Title"				"Не удалось создать турнир"
	"DCG_CreateTourney_Error_Timeout"			"Не удалось подключиться к сети Artifact и создать турнир. Повторите попытку позже."
	"DCG_CreateTourney_Error_RateLimited"		"За последнее время создано слишком много турниров. Повторите попытку позже."
	"DCG_CreateTourney_Error_InvalidParams"		"Неверные параметры турнира."
	"DCG_CreateTourney_Error_Disabled"			"Создание турниров сейчас отключено."
	"DCG_CreateTourney_Error_InTooManyTourneys"	"Игрок уже участвует в слишком большом числе турниров."
	"DCG_CreateTourney_Error_InternalError"		"Внутренняя ошибка."
	"DCG_CreateTourney_Error_UnknownError"		"Неизвестная ошибка."
	"DCG_CreateTourney_EveryOneCanSpectate"		"Все могут смотреть игры"
	"DCG_CreateTourney_TimerType"				"Таймер"
	"DCG_Tourney_NotFound"					"Ошибка регистрации: турнир не найден."
	"DCG_Tourney_FailedToRejectInvite"		"Ошибка: турнир не найден."
	"DCG_Tourney_CopyTourneyCode"			"Скопировать код турнира"
	"DCG_Tourney_ChatRoom"					"Чат турнира"
	"DCG_Tourney_OpenSpectating"			"Все участники турнира могут смотреть игры"

	"DCG_TourneyPicker_Title"				"Сыграйте партию с друзьями (или врагами)."
	"DCG_TourneyPicker_Subtitle"			"Lorem ipsum dolor sit amet, consectetur adipiscing elit, sed do eiusmod tempor incididunt ut labore et dolore magna aliqua. Ut enim ad minim veniam, quis nostrud exercitation ullamco laboris nisi ut aliquip ex ea commodo consequat."
	"DCG_TourneyPicker_TourneyName"			"Название"
	"DCG_TourneyPicker_TourneyStatus"		"Состояние"
	"DCG_TourneyPicker_TourneyCreator"		"Создать турнир"
	"DCG_TourneyPicker_CreateNewTourney"	"Создать турнир"
	"DCG_TourneyPicker_JoinOpenTourney"		"Войти в открытый турнир"
	"DCG_TourneyPicker_ViewOpenTourney"		"Показать открытый турнир"
	"DCG_TourneyPicker_ListTitle"			"Ваши активные турниры"
	"DCG_TourneyPicker_ListPlaceholder"		"Сейчас вы не участвуете ни в одном турнире."

	"DCG_LookingToPlay_Player"				"Игрок"
	"DCG_LookingToPlay_Group"				"Чат групп Steam"
	"DCG_LookingToPlay_Others"				"Другие игроки, которые хотят играть"
	"DCG_LookingToPlay_Advertise"			"Покажите остальным, что хотите играть"
	"DCG_LookingToPlay_AdvertiseToFriends"	"Ваш список друзей"
	"DCG_LookingToPlay_AdvertiseToGroup"	"Этот чат группы Steam"
	"DCG_LookingToPlay_NoSteamParties"		"(для этой функции требуется новый клиент Steam)"
	"DCG_LookingToPlay_NoGroups"			"(вы не состоите ни в одном чате групп Steam)"
	"DCG_LookingToPlay_GroupNone"			"(группа отсутствует)"
	"DCG_LookingToPlay_CreateSteamBeaconFailed"		"Не удалось передать состояние чатам групп Steam"
	"DCG_LookingToPlay_AdvertiseOff"		"Начать"
	"DCG_LookingToPlay_AdvertiseOn"			"Прекратить"
	"DCG_LookingToPlay_Join"				"Войти"
	"DCG_LookingToPlay_JoinBeaconFailed"	"Не удалось войти в эту игру"
	"DCG_LookingToPlay_JoinBeaconTooLate"	"Этот игрок больше не доступен"

	"DCG_RichPresence_BadConnectString"		"Не удалось обработать строку подключения к игре"

	"DCG_AlreadyInGame"						"Вы уже участвуете в игре"
	"DCG_NoSteamPartiesInterface"			"Эта функция доступна только в бета-версии клиента Steam."

	"DCG_TourneyJoinOpen_Error_Title"				"Не удалось присоединиться к открытому турниру"
	"DCG_TourneyJoinOpen_Error_FailedToSend"		"Не удалось отправить запрос сети Artifact."
	"DCG_TourneyJoinOpen_Error_InternalError"		"Внутренняя ошибка сервера. Повторите попытку позже."
	"DCG_TourneyJoinOpen_Error_Disabled"			"Open tournaments are currently disabled. Please try again later."
	"DCG_TourneyJoinOpen_Error_InvalidMode"			"Открытые турниры сейчас отключены. Повторите попытку позже."
	"DCG_TourneyJoinOpen_Error_InvalidRequest"		"Запрос недействителен. Попробуйте обновить клиент."
	"DCG_TourneyJoinOpen_Error_TooBusy"				"Сервер перегружен запросами. Повторите попытку позже."
	"DCG_TourneyJoinOpen_Error_RateLimited"			"Вы присоединились к слишком большому числу открытых турниров. Пожалуйста, повторите попытку через {t:r:cooldown_time}"
	"DCG_TourneyJoinOpen_Error_InTooManyOpen"		"Вы уже присоединились к максимально возможному числу открытых турниров. Пожалуйста, завершите несколько из них, чтобы присоединиться к новым."
	"DCG_TourneyJoinOpen_Error_InTooMany"			"Вы уже присоединились к слишком большому числу турниров. Пожалуйста, завершите или покиньте несколько из них, чтобы присоединиться к новым."

	"DCG_Tourney_OpenTourney"						"Открытый турнир"
	"DCG_Tourney_SwitchStage_Header"				"Продолжить турнир"
	"DCG_Tourney_SwitchStage_Configure"				"Вы уверены, что хотите завершить фазу настройки? С этого момента нельзя будет изменить параметры структуры турнира, например, колоды, число игроков, форматы."
	"DCG_Tourney_SwitchStage_InvitesToSeeding"		"Вы уверены, что хотите закрыть приглашения? В этом случае к турниру больше никто не сможет присоединиться. После этого произойдёт посев игроков."
	"DCG_Tourney_SwitchStage_InvitesToPlay"			"Вы уверены, что хотите закрыть приглашения? В этом случае к турниру больше никто не сможет присоединиться. После этого начнётся первая фаза."
	"DCG_Tourney_SwitchStage_Seeding"				"Вы уверены, что хотите подтвердить посев? После этого начнётся первая фаза."
	"DCG_Tourney_SwitchStage_Playing"				"Вы уверены, что хотите завершить турнир? В этом случае больше нельзя будет провести ни одной фазы или игры."

	"DCG_Tourney_SwitchPhaseStage_Header"			"Продолжить турнир"
	"DCG_Tourney_SwitchPhaseStage_LimitedToEdit"	"Вы уверены, что хотите закрыть редактирование колод? После этого можно будет изменить начальные пары игроков."
	"DCG_Tourney_SwitchPhaseStage_LimitedToPlaying"	"Вы уверены, что хотите закрыть редактирование колод? После этого можно будет начать игры."
	"DCG_Tourney_SwitchPhaseStage_Edit"				"Вы уверены, что хотите завершить редактирование пар? После этого можно будет начать игры."
	"DCG_Tourney_SwitchPhaseStage_Playing"			"Вы уверены, что хотите завершить эту фазу? В этом случае закончатся все неоконченные серии, а турнир перейдёт в следующую фазу или завершится."

	"DCG_TourneyMemberStatus_Abandoned"				"Покинул(а)"
	"DCG_TourneyMemberStatus_PendingEntryFee"		"Ожидание оплаты"
	"DCG_TourneyMemberStatus_Kicked"				"Игрок исключён"
	"DCG_TourneyMemberStatus_Eliminated"			"Игрок выбыл"
	"DCG_TourneyMemberStatus_Playing"				"Играет с {g:dcg_persona:opponent_id}"
	"DCG_TourneyMemberStatus_MatchReady"			"Против {g:dcg_persona:opponent_id}"
	"DCG_TourneyMemberStatus_MatchesReady"			"Противников:{d:opponent_count}"
	"DCG_TourneyMemberStatus_MatchReadyInMM"		"Поиск... (против {g:dcg_persona:opponent_id})"
	"DCG_TourneyMemberStatus_MatchesReadyInMM"		"Поиск... (противников:  {d:opponent_count})"
	"DCG_TourneyMemberStatus_InMM"					"Поиск"
	"DCG_TourneyMemberStatus_NeedsDeck"				"Не зарегистрирован(а)"
	"DCG_TourneyMemberStatus_Default"				""
	"DCG_TourneyMemberStatus_Invite"				"Приглашение от {g:dcg_persona:invited_by}"

	"DCG_TourneyStatus_Overview"				"О турнире"
	"DCG_TourneyStatus_Bracket"					"Сетка"
	"DCG_TourneyStatus_CurrentPhase"			"Текущая фаза"
	"DCG_TourneyStatus_Admins"					"Администраторы"
	"DCG_TourneyStatus_YourDeck"				"Описание"
	"DCG_TourneyStatus_Description"				"Описание"
	"DCG_TourneyStatus_Member"					"Участник"
	"DCG_TourneyStatus_Status"					"Состояние"
	"DCG_TourneyStatus_Rank"					"Ранг"
	"DCG_TourneyStatus_Chatroom"				"Чат турнира"
	"DCG_TourneyStatus_Swiss"					"Швейц"
	"DCG_TourneyStatus_AdminControls"			"Админ-панель"
	"DCG_TourneyStatus_AddPhase"				"Добавить фазу"
	"DCG_TourneyStatus_SetSeedings"				"Посеять игроков"
	"DCG_TourneyStatus_LockConfiguration"		"Закрепить настройки"
	"DCG_TourneyStatus_AcceptInvite"			"Принять приглашение"
	"DCG_TourneyStatus_RegisterDeck"			"Собрать колоду"
	"DCG_TourneyStatus_ViewAllTournaments" "Вернуться к списку турниров"
	"DCG_TourneyStatus_CloseInvites"			"Закрыть приглашения"
	"DCG_TourneyStatus_CloseSeeding"			"Завершить посев"
	"DCG_TourneyStatus_RejectInvite"			"Выйти из турнира"
	"DCG_TourneyStatus_LeaveTournament"			"Выйти из турнира"
	"DCG_TourneyStatus_AbandonTournament"		"Покинуть турнир"
	"DCG_TourneyStatus_ShowDeck"				"Выбрать"
	"DCG_TourneyStatus_ChangeDeck"				"Выбрать"
	"DCG_TourneyStatus_EditDeck"				"Изменить"
	"DCG_TourneyStatus_FindMatch"				"Найти игру"
	"DCG_TourneyStatus_Limited"					"Начать фазу"
	"DCG_TourneyStatus_CloseLimited"			"Начать фазу"
	"DCG_TourneyStatus_CloseEdit"				"Закрепить серию"
